file_path,Alcantarillado,Marca vial,Hueco,Parcheo,Grietas longitudinales,Grietas en forma de piel de cocodrilo,Grietas transversales,Meteorización y desprendimiento,sum,correct
data/SIMEPU/v0/images/VIRB_0004-2 04495_cropped_BF_2_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 04524_cropped_BF_1_3.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04843_cropped_BF_1_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 22021_cropped_BF_1_1.jpg,1,0,0,1,1,0,0,0,3,1
data/SIMEPU/v0/images/VIRB_0004-2 04553_cropped_BF_1_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-2 16473_cropped_BF_3_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 17648_cropped_BF_3_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 21007_cropped_BF_3_2.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 21203_cropped_BF_1_3.jpg,1,1,0,0,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-4 1735_cropped_BF_2_2.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-4 4448_cropped_BF_2_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04843_cropped_BF_2_1.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 04843_cropped_BF_2_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 04918_cropped_BF_2_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 06812_cropped_BF_2_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07728_cropped_BF_3_2.jpg,1,1,0,0,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 17678_cropped_BF_2_1.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 17707_cropped_BF_2_1.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 21006_cropped_BF_2_2.jpg,1,0,0,1,0,0,1,0,3,1
data/SIMEPU/v0/images/VIRB_0004-3 21007_cropped_BF_2_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-4 3437_cropped_BF_2_3.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-4 3437_cropped_BF_3_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 21108_cropped_BF_1_3.jpg,1,1,0,0,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 04591_cropped_BF_1_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-2 04610_cropped_BF_3_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 05000_cropped_BF_1_3.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 05000_cropped_BF_2_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 05032_cropped_BF_1_3.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 05032_cropped_BF_3_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 05062_cropped_BF_1_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 05092_cropped_BF_2_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 18535_cropped_BF_1_1.jpg,1,0,0,0,1,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 20876_cropped_BF_2_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-3 20939_cropped_BF_1_1.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 20939_cropped_BF_1_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 20939_cropped_BF_2_1.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 20939_cropped_BF_3_2.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 20939_cropped_BF_3_3.jpg,1,0,0,1,0,0,1,0,3,1
data/SIMEPU/v0/images/VIRB_0004 18957_cropped_BF_3_1.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 18958_cropped_BF_2_2.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-4 3665_cropped_BF_2_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-4 4360_cropped_BF_2_3.jpg,1,1,0,0,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-4 3577_cropped_BF_1_1.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-4 3578_cropped_BF_1_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-4 3578_cropped_BF_2_1.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-4 4449_cropped_BF_3_2.jpg,1,1,0,0,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 08374_cropped_BF_3_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 13781_cropped_BF_2_1.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 13781_cropped_BF_3_1.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 04553_cropped_BF_2_1.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-2 04553_cropped_BF_3_1.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-2 04610_cropped_BF_1_2.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-2 04610_cropped_BF_2_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 21400_cropped_BF_2_1.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 21919_cropped_BF_1_1.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 21955_cropped_BF_3_1.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0001-1 21429_cropped_BF_2_2.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 02850_cropped_BF_1_2.jpg,1,1,0,0,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 04590_cropped_BF_1_3.jpg,1,0,0,1,0,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-3 21433_cropped_BF_2_3.jpg,1,0,0,0,0,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07748_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07748_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07749_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07818_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07830_cropped_BF_1_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07958_cropped_BF_3_2.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07964_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07972_cropped_BF_1_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07977_cropped_BF_1_2.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07948_cropped_BF_1_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07940_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07978_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08018_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08019_cropped_BF_1_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08019_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08039_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08072_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08084_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08126_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07944_cropped_BF_1_2.jpg,0,0,0,0,1,1,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 07944_cropped_BF_2_2.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07944_cropped_BF_3_2.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07948_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07951_cropped_BF_2_2.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08136_cropped_BF_2_1.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08136_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08136_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08236_cropped_BF_1_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07868_cropped_BF_1_1.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07881_cropped_BF_1_1.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07900_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 07903_cropped_BF_3_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08093_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08095_cropped_BF_2_3.jpg,0,0,0,0,0,1,0,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 02790_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 02790_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 02943_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 03742_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00194_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00196_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00198_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0001-1 13242_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 10913_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14631_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14826_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 14864_cropped_BF_3_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00087_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00108_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22021_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22024_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22039_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22067_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 22067_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00741_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 09277_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 10913_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 12897_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00744_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00746_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00747_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00256_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00257_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00262_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00263_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01809_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01810_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01810_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 07031_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 07337_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06714_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06716_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06725_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 06773_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00128_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00129_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00129_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00131_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00132_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00110_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00111_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00112_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00112_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00941_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00941_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01016_cropped_BF_2_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00332_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00265_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00267_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00267_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004 08396_cropped_BF_1_3.jpg,0,0,1,0,1,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 08396_cropped_BF_2_3.jpg,0,0,1,0,1,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004 08396_cropped_BF_3_3.jpg,0,0,1,0,1,0,0,0,2,1
data/SIMEPU/v0/images/VIRB_0004-2 00239_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00241_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00242_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00089_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06636_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06643_cropped_BF_3_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 06652_cropped_BF_1_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00166_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00167_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00170_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00170_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00180_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00181_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00269_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00406_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00208_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00210_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 08690_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 08691_cropped_BF_2_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01780_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 01786_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00748_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00751_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00752_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00113_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00113_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00114_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00115_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00271_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00082_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00083_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00084_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00085_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00087_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00341_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00343_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00343_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00389_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00429_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00432_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00647_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00658_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00664_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00664_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00664_cropped_BF_3_1.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00245_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00246_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00248_cropped_BF_2_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00249_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00251_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00252_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00253_cropped_BF_1_3.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00199_cropped_BF_1_2.jpg,0,0,0,0,1,0,0,0,1,1
data/SIMEPU/v0/images/VIRB_0004-2 00201_cropped_BF_3_2.jpg,0,0,0,0,1,0,0,0,1,1
